"","ID","step","angle","TimeNum","locType","time","mu.x","nu.x","mu.y","nu.y","se.mu.x","se.nu.x","se.mu.y","se.nu.y","speed","x","y","Bottom.Temp","Exposure","Location","Year","TSR","HoD"
"1150","31302.2",4.15050207565145,NA,418260.2,"p",2017-09-18 12:12:00,1143399.364,-4.59144954341591,5065580.447,8.0056650843265,0,2.71403445077619,0,2.71403445077619,9.2288722145308,1143399.364,5065580.447,-1.04,"Post","Carson","2017",9.0875,12
"4103","31302.2",1.26704168777478,-0.585163900162995,418260.7,"p",2017-09-18 12:42:00,1143397.09193355,-3.98388487983057,5065583.92038185,4.32020202602502,0.0121243556529821,0.815971200472174,0.0121243556529821,0.815971200472174,5.87668990856361,1143397.09193355,5065583.92038185,-1.04,"Post","Carson","2017",9.10833333333333,12
"9100","31302.2",1.55941382959469,-1.0136943937131,418261.2,"p",2017-09-18 13:12:00,1143397.09939149,2.0174948726703,5065585.18740159,2.22764715616876,0.245026529175924,2.03015738306172,0.245026529175924,2.03015738306172,3.00544462827677,1143397.09939149,5065585.18740159,-1.04,"Post","Carson","2017",9.12916666666667,13
"10103","31302.2",2.19928568172488,-0.224256242572772,418261.7,"p",2017-09-18 13:42:00,1143398.42783807,3.06731277739581,5065586.004103,1.26913373396305,0.066007575322837,1.75880840343683,0.066007575322837,1.75880840343683,3.31950419627067,1143398.42783807,5065586.004103,-1.04,"Post","Carson","2017",9.15,13
"1416","31302.2",2.91135440709979,-0.475692213302804,418262.2,"p",2017-09-18 14:12:00,1143400.51061264,5.09538208811761,5065586.71043689,0.933648848235438,0.0271477439209965,1.66994371162623,0.0271477439209965,1.66994371162623,5.18021416504387,1143400.51061264,5065586.71043689,-1.04,"Post","Carson","2017",9.17083333333333,14
"1816","31302.2",3.90489244092809,-0.488452808627768,418262.7,"p",2017-09-18 14:42:00,1143403.38982474,6.55303014439432,5065586.2790181,-3.02208814111451,0.100314505431667,1.57150087495999,0.100314505431667,1.57150087495999,7.21631629060184,1143403.38982474,5065586.2790181,-1.04,"Post","Carson","2017",9.19166666666667,14
"2016","31302.2",4.90511951270247,-0.287789365713516,418263.2,"p",2017-09-18 15:12:00,1143406.52847342,5.51687188872269,5065583.95585873,-5.82658859874378,0.341323893098623,1.86350959214059,0.341323893098623,1.86350959214059,8.0240270522718,1143406.52847342,5065583.95585873,-1.04,"Post","Carson","2017",9.2125,15
"2216","31302.2",6.84446456642765,-0.107637439008522,418263.7,"p",2017-09-18 15:42:00,1143409.48064258,6.89455534897529,5065580.03860272,-10.2721863885151,0.204242502922384,2.1412827930939,0.204242502922384,2.1412827930939,12.371447233872,1143409.48064258,5065580.03860272,-1.04,"Post","Carson","2017",9.23333333333333,15
"2316","31302.2",5.76049631650031,-0.249937779822489,418264.2,"p",2017-09-18 16:12:00,1143412.98896171,6.29000415487602,5065574.16166541,-12.3966832534029,0.0500899191454728,1.76855081917371,0.0500899191454728,1.76855081917371,13.90114772073,1143412.98896171,5065574.16166541,-1.04,"Post","Carson","2017",9.25416666666667,16
"2616","31302.2",6.49649022061238,-0.120175260422183,418264.7,"p",2017-09-18 16:42:00,1143414.62650539,1.77459601841561,5065568.63882479,-11.1128385144625,0.0312089730686545,1.8879809321071,0.0312089730686545,1.8879809321071,11.2536381173867,1143414.62650539,5065568.63882479,-1.04,"Post","Carson","2017",9.275,16
"2815","31302.2",6.19156991322647,-0.282460246780605,418265.2,"p",2017-09-18 17:12:00,1143415.71324379,0.97121024738759,5065562.23387476,-12.9864454610898,0.0896325833611862,1.78508515203057,0.0896325833611862,1.78508515203057,13.0227115094549,1143415.71324379,5065562.23387476,-1.04,"Post","Carson","2017",9.29583333333333,17
"3115","31302.2",5.73590643993324,-0.258623996106127,418265.7,"p",2017-09-18 17:42:00,1143415.00653837,-3.16340048342432,5065556.08276873,-11.8729592563885,0.648862080876976,2.51028404767269,0.648862080876976,2.51028404767269,12.2871585048127,1143415.00653837,5065556.08276873,-1.04676923076923,"Post","Carson","2017",9.31666666666667,17
"3214","31302.2",4.14310559934577,-0.264451446260768,418266.2,"p",2017-09-18 18:12:00,1143412.91624151,-4.85717138030458,5065550.7413006,-9.06305476006022,0.560610381637729,2.65805624470213,0.560610381637729,2.65805624470213,10.2825617139651,1143412.91624151,5065550.7413006,-1.056,"Post","Carson","2017",9.3375,18
"3413","31302.2",2.62927610217555,-0.638164520713299,418266.7,"p",2017-09-18 18:42:00,1143410.45043097,-4.91837358337174,5065547.41187087,-4.0938827778329,0.779659541081875,3.0161100775668,0.779659541081875,3.0161100775668,6.39924018179078,1143410.45043097,5065547.41187087,-1.06,"Post","Carson","2017",9.35833333333333,18
"3514","31302.2",3.30957853284462,-0.863418006852802,418267.2,"p",2017-09-18 19:12:00,1143407.93486175,-5.22416341358722,5065546.64701511,1.02193241595642,1.15130838614161,2.59481906883698,1.15130838614161,2.59481906883698,5.32317848983536,1143407.93486175,5065546.64701511,-1.06,"Post","Carson","2017",9.37916666666667,19
"3614","31302.2",5.08130835900183,-0.321960358895932,418267.7,"p",2017-09-18 19:42:00,1143405.14540478,-6.01538945587736,5065548.42809339,6.10346990491555,0.147118999452824,3.0807291344745,0.147118999452824,3.0807291344745,8.56955396657787,1143405.14540478,5065548.42809339,-1.06,"Post","Carson","2017",9.4,19
"3814","31302.2",4.93853869176546,0.0115542328356653,418268.2,"p",2017-09-18 20:12:00,1143401.94800235,-6.56103872572808,5065552.37731007,8.69083661487394,0.511461631014488,2.02878140764351,0.511461631014488,2.02878140764351,10.8893466391211,1143401.94800235,5065552.37731007,-1.04744186046512,"Post","Carson","2017",9.42083333333333,20
"4013","31302.2",4.11426041880474,0.0251296706725745,418268.7,"p",2017-09-18 20:42:00,1143398.79629775,-5.90744903846363,5065556.17940456,6.28835189089093,0.574439727038442,2.71587904738042,0.574439727038442,2.71587904738042,8.62793855134101,1143398.79629775,5065556.17940456,-1.04,"Post","Carson","2017",9.44166666666667,20
"4113","31302.2",4.98354583254421,-0.277761906802688,418269.2,"p",2017-09-18 21:12:00,1143396.09187496,-4.87173236044685,5065559.27992648,6.86243131986662,0.767627513837278,2.48408413706138,0.767627513837278,2.48408413706138,8.41586239263163,1143396.09187496,5065559.27992648,-1.04,"Post","Carson","2017",9.4625,21
"4313","31302.2",7.28515050071605,-0.393537403903639,418269.7,"p",2017-09-18 21:42:00,1143393.97140888,-3.39031103043953,5065563.78984362,11.8487314198584,0.129757466066504,1.25233382131123,0.129757466066504,1.25233382131123,12.324230002035,1143393.97140888,5065563.78984362,-1.04,"Post","Carson","2017",9.48333333333333,21
"4513","31302.2",7.49632252640609,-0.240672575622729,418270.2,"p",2017-09-18 22:12:00,1143393.63663079,1.89197346424215,5065571.06729795,16.122485940643,0.475195749139236,1.90559911838771,0.475195749139236,1.90559911838771,16.2331178920017,1143393.63663079,5065571.06729795,-1.03130434782609,"Post","Carson","2017",9.50416666666667,22
"4713","31302.2",4.48447275223288,-0.243501876105326,418270.7,"p",2017-09-18 22:42:00,1143395.0869822,3.17015784484847,5065578.42197892,11.8383619384789,0.103648444271972,1.50611619737655,0.103648444271972,1.50611619737655,12.2554769041307,1143395.0869822,5065578.42197892,-1.02,"Post","Carson","2017",9.525,22
"4913","31302.2",4.09504004698954,0.037430596731358,418271.2,"p",2017-09-18 23:12:00,1143396.98980922,4.3103889012558,5065582.48273565,5.65252132025891,0.377100782285054,1.76094150953403,0.377100782285054,1.76094150953403,7.10847731627883,1143396.98980922,5065582.48273565,-1.02,"Post","Carson","2017",9.54583333333333,23
"5213","31302.2",7.26301698590692,0.467056015075255,418271.7,"p",2017-09-18 23:42:00,1143398.58741248,0.0812984880353018,5065586.25328161,12.5273202886535,0.0101488915650922,0.555035134023063,0.0101488915650922,0.555035134023063,12.5275840870723,1143398.58741248,5065586.25328161,-1.02,"Post","Carson","2017",9.56666666666667,23
"5413","31302.2",5.17451360705832,-0.01574723266795,418272.2,"p",2017-09-19 00:12:00,1143398.10635878,-1.33708388718002,5065593.50035019,14.4868844427538,0.402261109231305,1.89899868351718,0.402261109231305,1.89899868351718,14.548457450158,1143398.10635878,5065593.50035019,-1.02,"Post","Carson","2017",9.5875,0
"5712","31302.2",2.22436251690173,-2.59347923171473,418272.7,"p",2017-09-19 00:42:00,1143397.84497806,0.845530917453211,5065598.66825801,3.37198159268141,0.0673201307188273,0.989912622406645,0.0673201307188273,0.989912622406645,3.47637489257869,1143397.84497806,5065598.66825801,-1.02,"Post","Carson","2017",9.60833333333333,0
"6213","31302.2",5.06380874318196,-0.201331024544972,418273.2,"p",2017-09-19 01:12:00,1143399.09846445,4.2110701190117,5065596.83071604,-10.2305844343801,0.0156204993518133,0.580692689811057,0.0156204993518133,0.580692689811057,11.0633615784812,1143399.09846445,5065596.83071604,-1.04,"Post","Carson","2017",9.62916666666667,1
"6713","31302.2",0.862029428061877,0.3761903972245,418273.7,"p",2017-09-19 01:42:00,1143401.05788367,2.31697923627926,5065592.16136541,-4.58878895337907,0.17572990639046,2.25961257741233,0.17572990639046,2.25961257741233,5.1405619187014,1143401.05788367,5065592.16136541,-1.04,"Post","Carson","2017",9.65,1
"6813","31302.2",0.627643748993292,0.826471314918419,418274.2,"p",2017-09-19 02:12:00,1143401.66013962,0.671016947630293,5065591.54461384,0.724905396837975,0.506418799019152,2.14535171941572,0.506418799019152,2.14535171941572,0.987801386095351,1143401.66013962,5065591.54461384,-1.04,"Post","Carson","2017",9.67083333333333,2
"7013","31302.2",2.24485907353002,-0.676893535269056,418274.7,"p",2017-09-19 02:42:00,1143402.28751614,2.22519649464833,5065591.56292739,-1.35828030992995,0.23497872244099,1.46504846336222,0.23497872244099,1.46504846336222,2.6069953663439,1143402.28751614,5065591.56292739,-1.04,"Post","Carson","2017",9.69166666666667,2
"7313","31302.2",2.75948252030491,0.0310149914862801,418275.2,"p",2017-09-19 03:12:00,1143404.07771693,5.01862259258439,5065590.20846315,-4.17673903561097,0.231034629438965,1.68737992165369,0.231034629438965,1.68737992165369,6.529297182576,1143404.07771693,5065590.20846315,-1.04,"Post","Carson","2017",9.7125,3
"7513","31302.2",4.51674725791495,2.5727522209819,418275.7,"p",2017-09-19 03:42:00,1143406.32888528,2.02443794908731,5065588.61253557,0.380979633562093,0.0867640478539354,1.17781365249347,0.0867640478539354,1.17781365249347,2.05997439083449,1143406.32888528,5065588.61253557,-1.04,"Post","Carson","2017",9.73333333333333,3
"7913","31302.2",7.60521662625784,0.0490182275582298,418276.2,"p",2017-09-19 04:12:00,1143404.63149234,-6.34577673941317,5065592.79820911,13.3887425884841,0.0471487009365051,1.31961395870156,0.0471487009365051,1.31961395870156,14.8164540470102,1143404.63149234,5065592.79820911,-1.04,"Post","Carson","2017",9.75416666666667,4
"8113","31302.2",7.51061945108988,-0.0115112081673665,418276.7,"p",2017-09-19 04:42:00,1143401.43155561,-6.35125521448237,5065599.69746449,13.9508052972122,0.925272392325633,2.702294765565,0.925272392325633,2.702294765565,15.328516276542,1143401.43155561,5065599.69746449,-1.04,"Post","Carson","2017",9.775,4
"8212","31302.2",6.77396784111651,-0.00450762100403845,418277.2,"p",2017-09-19 05:12:00,1143398.35005972,-5.90486595437656,5065606.54682852,13.244654567589,0.900799644760143,2.72126569816326,0.900799644760143,2.72126569816326,14.5013212002876,1143398.35005972,5065606.54682852,-1.04,"Post","Carson","2017",9.79583333333333,5
"8413","31302.2",5.06409395376699,-0.0102313603478341,418277.7,"p",2017-09-19 05:42:00,1143395.59867535,-4.9995726647488,5065612.7368628,11.2702699443201,0.292757578894211,2.51546556327055,0.292757578894211,2.51546556327055,12.3294246195006,1143395.59867535,5065612.7368628,-1.04,"Post","Carson","2017",9.81666666666667,5
"8512","31302.2",1.96188033712758,-0.107284822002844,418278.2,"p",2017-09-19 06:12:00,1143393.58924395,-2.74890599842206,5065617.3852209,6.82165958533028,0.291097921668981,2.40617559625228,0.291097921668981,2.40617559625228,7.35469398998281,1143393.58924395,5065617.3852209,-1.04,"Post","Carson","2017",9.8375,6
"8713","31302.2",0.572943188571216,-2.62062559716761,418278.7,"p",2017-09-19 06:42:00,1143393.00807634,0.158445713295808,5065619.25904551,1.03145919922807,0.223306963617349,1.90835950491515,0.223306963617349,1.90835950491515,1.0435579158504,1143393.00807634,5065619.25904551,-1.04,"Post","Carson","2017",9.85833333333333,6
"8913","31302.2",1.9322753449131,-0.394311692851898,418279.2,"p",2017-09-19 07:12:00,1143393.42764915,1.35326150888762,5065618.86888842,-2.34652683858195,0.637826778992541,2.11437697679482,0.637826778992541,2.11437697679482,2.70878292146532,1143393.42764915,5065618.86888842,-1.04,"Post","Carson","2017",9.87916666666667,7
"9013","31302.2",4.06967492967221,-0.185315196241724,418279.7,"p",2017-09-19 07:42:00,1143394.22858608,1.72011357519374,5065617.11042658,-4.49486067033802,0.12284950142349,2.23177328597687,0.12284950142349,2.23177328597687,4.812750061796,1143394.22858608,5065617.11042658,-1.04,"Post","Carson","2017",9.9,7
"9413","31302.2",7.01609250020793,-0.0634741019106269,418280.2,"p",2017-09-19 08:12:00,1143395.20419104,2.3118074515941,5065613.1594205,-12.2810344180309,0.142499122804318,1.24102417381774,0.142499122804318,1.24102417381774,12.4967299750817,1143395.20419104,5065613.1594205,-1.04,"Post","Carson","2017",9.92083333333333,8
"9613","31302.2",8.156486369865,-0.000853803539796028,418280.7,"p",2017-09-19 08:42:00,1143396.4506763,2.65387136854832,5065606.25494163,-14.9024018185608,0.02,1.36430348529937,0.02,1.36430348529937,15.1368627265575,1143396.4506763,5065606.25494163,-1.04,"Post","Carson","2017",9.94166666666667,8
"10012","31302.2",1.69912787113869,-0.0475702227760375,418281.2,"p",2017-09-19 09:12:00,1143397.89291118,2.79089020965003,5065598.22697624,-15.4384725347636,0.153645696327623,1.41997112646701,0.153645696327623,1.41997112646701,15.6887062044316,1143397.89291118,5065598.22697624,-1.04,"Post","Carson","2017",9.9625,9
"10413","31302.2",4.67717753115298,-3.08844525402078,418281.7,"p",2017-09-19 09:42:00,1143398.11348784,-1.54295848209123,5065596.54222656,7.10032577388139,0.0519422756528822,1.34052974603326,0.0519422756528822,1.34052974603326,7.2660406668764,1143398.11348784,5065596.54222656,-1.04,"Post","Carson","2017",9.98333333333333,9
"10713","31302.2",4.77422478602164,-0.0207402163238839,418282.2,"p",2017-09-19 10:12:00,1143397.26080504,-1.85774676807655,5065601.14102224,10.679149016164,0.323099056018429,1.73308482192881,0.323099056018429,1.73308482192881,10.8395316671771,1143397.26080504,5065601.14102224,-1.04,"Post","Carson","2017",10.0041666666667,10
"10913","31302.2",1.41438939414257,-0.151550761762989,418282.7,"p",2017-09-19 10:42:00,1143396.48796911,-0.984478689914668,5065605.85227971,7.02771534677872,0.0441588043316392,1.49659446744935,0.0441588043316392,1.49659446744935,7.09633576476235,1143396.48796911,5065605.85227971,-1.04,"Post","Carson","2017",10.025,10
"11410","31302.2",2.41504936544135,-2.82709168833947,418283.2,"p",2017-09-19 11:12:00,1143396.47235257,1.02506330441685,5065607.26658289,-2.12495375035472,0.084970583144992,1.76301503113275,0.084970583144992,1.76301503113275,2.35927599470867,1143396.47235257,5065607.26658289,-1.04,"Post","Carson","2017",10.0458333333333,11
"1164","31302.2",3.61401918885687,-0.0482462002261508,418283.7,"p",2017-09-19 11:42:00,1143397.24474024,1.92902048686782,5065604.9783782,-6.2003953994211,0.0756306816047562,2.36861056317834,0.0756306816047562,2.36861056317834,6.49353702907114,1143397.24474024,5065604.9783782,-1.04,"Post","Carson","2017",10.0666666666667,11
"1173","31302.2",4.105573008278,-0.164416762780198,418284.2,"p",2017-09-19 12:12:00,1143398.23410012,1.83860344490521,5065601.50241765,-7.5408005765955,0.399892485550804,2.10746008265874,0.399892485550804,2.10746008265874,7.76170960314803,1143398.23410012,5065601.50241765,-1.04,"Post","Carson","2017",10.0875,12
"1217","31302.2",4.78393547210734,-0.189827150536251,418284.7,"p",2017-09-19 12:42:00,1143398.69655127,-0.504755370303593,5065597.422973,-9.43373517612173,0.143488675511345,1.99771869891634,0.143488675511345,1.99771869891634,9.44722908354861,1143398.69655127,5065597.422973,-1.04,"Post","Carson","2017",10.1083333333333,12
"1224","31302.2",3.70302816830033,0.0623254079464532,418285.2,"p",2017-09-19 13:12:00,1143398.32880143,-0.657744694333441,5065592.65319327,-8.59416747792931,0.114267230648161,2.33393123292011,0.114267230648161,2.33393123292011,8.61930059352971,1143398.32880143,5065592.65319327,-1.04,"Post","Carson","2017",10.1291666666667,13
"1244","31302.2",5.49186815470003,0.149579527908382,418285.7,"p",2017-09-19 13:42:00,1143398.27465648,0.556354097674843,5065588.95056097,-7.64545473334824,0.473998945146506,1.97181160357677,0.473998945146506,1.97181160357677,7.66567074440825,1143398.27465648,5065588.95056097,-1.04,"Post","Carson","2017",10.15,13
"1274","31302.2",9.98500741515163,0.0631735135071905,418286.2,"p",2017-09-19 14:12:00,1143399.01357582,2.71793420847729,5065583.50862987,-15.5375782208317,0.0723394774656273,1.73381948310659,0.0723394774656273,1.73381948310659,15.7735063739828,1143399.01357582,5065583.50862987,-1.04,"Post","Carson","2017",10.1708333333333,14
"1294","31302.2",11.2094358415563,0.0157739291337797,418286.7,"p",2017-09-19 14:42:00,1143400.97899435,4.73711113218079,5065573.7189668,-22.2716346530573,0.210701210248067,2.33757695060505,0.210701210248067,2.33757695060505,22.7698469910954,1143400.97899435,5065573.7189668,-1.04,"Post","Carson","2017",10.1916666666667,14
"1304","31302.2",7.84619638279659,0.00459468003389207,418287.2,"p",2017-09-19 15:12:00,1143403.35850161,4.39429121334866,5065562.76499962,-19.9432670439124,0.287041808801436,2.31070638550206,0.287041808801436,2.31070638550206,20.4216477212911,1143403.35850161,5065562.76499962,-1.04,"Post","Carson","2017",10.2125,15
"1324","31302.2",2.39482420878027,0.0362714718871249,418287.7,"p",2017-09-19 15:42:00,1143405.05928138,2.32785729928479,5065555.10535564,-10.2396240157002,0.36869363976071,1.80253931995948,0.36869363976071,1.80253931995948,10.5008961326516,1143405.05928138,5065555.10535564,-1.04,"Post","Carson","2017",10.2333333333333,15
"1344","31302.2",4.32879449540993,3.02747834755749,418288.2,"p",2017-09-19 16:12:00,1143405.66283362,0.051509521324373,5065552.78783375,1.401850856957,0.32384873011948,1.61647858012409,0.32384873011948,1.61647858012409,1.40279686909336,1143405.66283362,5065552.78783375,-1.03,"Post","Carson","2017",10.2541666666667,16
"1364","31302.2",11.6753920626009,0.0303777982854978,418288.7,"p",2017-09-19 16:42:00,1143405.05596627,-2.59196926025887,5065557.07387783,16.1544628891739,0.208892316756744,1.44803452997503,0.208892316756744,1.44803452997503,16.3610811343207,1143405.05596627,5065557.07387783,-1.02,"Post","Carson","2017",10.275,16
"1384","31302.2",13.0156888650227,-0.0231013366368584,418289.2,"p",2017-09-19 17:12:00,1143403.06879542,-4.73585399558286,5065568.57891724,27.4536039087335,0.584333808708687,2.11059754572017,0.584333808708687,2.11059754572017,27.8590861416003,1143403.06879542,5065568.57891724,-1.02,"Post","Carson","2017",10.2958333333333,17
"1394","31302.2",5.80272265160161,-0.253053199151541,418289.7,"p",2017-09-19 17:42:00,1143401.15036126,-2.09209350175717,5065581.45244694,20.9194733959065,0.140992907623043,2.19884924449131,0.140992907623043,2.19884924449131,21.0238251130029,1143401.15036126,5065581.45244694,-1.02,"Post","Carson","2017",10.3166666666667,17
"1424","31302.2",5.71238464487071,-2.25962707486603,418290.2,"p",2017-09-19 18:12:00,1143401.7592221,4.7987011532605,5065587.22313829,1.69081060298114,0.132698907305222,1.55770696859197,0.132698907305222,1.55770696859197,5.08786529435058,1143401.7592221,5065587.22313829,-1.02,"Post","Carson","2017",10.3375,18
"1454","31302.2",12.4188501344442,-0.250652355228183,418290.7,"p",2017-09-19 18:42:00,1143405.76379354,10.7944041672579,5065583.14947337,-16.7787225402088,0.271023984178522,1.56400543477317,0.271023984178522,1.56400543477317,19.951057400735,1143405.76379354,5065583.14947337,-1.02,"Post","Carson","2017",10.3583333333333,18
"1474","31302.2",9.71230251759908,-0.151638827593143,418291.2,"p",2017-09-19 19:12:00,1143412.00109842,12.5800956534593,5065572.41057834,-23.4164031155829,0.321875752426305,1.67042868749312,0.321875752426305,1.67042868749312,26.5816993723439,1143412.00109842,5065572.41057834,-1.02,"Post","Carson","2017",10.3791666666667,19
"1504","31302.2",3.04016210621176,-1.33842365734618,418291.7,"p",2017-09-19 19:42:00,1143415.55441836,-1.14792522210129,5065563.37162167,-8.50698764351032,0.020591260281974,1.31198742372021,0.020591260281974,1.31198742372021,8.58408824991761,1143415.55441836,5065563.37162167,-1.02,"Post","Carson","2017",10.4,19
"1524","31302.2",2.43150828310425,-0.175997692737705,418292.2,"p",2017-09-19 20:12:00,1143413.05721501,-5.86656540247852,5065561.63767789,-2.1360185522127,0.361281054028578,1.70956163971938,0.361281054028578,1.70956163971938,6.2433296306502,1143413.05721501,5065561.63767789,-1.02,"Post","Carson","2017",10.4208333333333,20
"1544","31302.2",1.88585961440456,-2.22256421358425,418292.7,"p",2017-09-19 20:42:00,1143410.848,-1.49670346389441,5065560.622,0.294734268716199,0,0.995631457920048,0,0.995631457920048,1.52544732717626,1143410.848,5065560.622,-1.02,"Post","Carson","2017",10.4416666666667,20
"1574","31302.2",3.04948268198323,0.345895119358456,418293.2,"p",2017-09-19 21:12:00,1143411.26109395,1.20974940677749,5065562.46205975,5.57944745760618,0.242183814488087,1.80673268637062,0.242183814488087,1.80673268637062,5.70909165799486,1143411.26109395,5065562.46205975,-1.00594594594595,"Post","Carson","2017",10.4625,21
"1604","31302.2",4.19915516326596,0.113176310299972,418293.7,"p",2017-09-19 21:42:00,1143410.88072998,-1.98154983597401,5065565.48772792,6.45658766208243,0.295205013507562,1.67633678000574,0.295205013507562,1.67633678000574,6.75381847480399,1143410.88072998,5065565.48772792,-1,"Post","Carson","2017",10.4833333333333,21
"1624","31302.2",4.82126376915967,-0.189924393893923,418294.2,"p",2017-09-19 22:12:00,1143409.88978991,-1.48097070633498,5065569.56828448,9.99487284366382,0.139721150868435,1.23855036231879,0.139721150868435,1.23855036231879,10.1039970998626,1143409.88978991,5065569.56828448,-1,"Post","Carson","2017",10.5041666666667,22
"1643","31302.2",3.66361614428901,0.0967826108116348,418294.7,"p",2017-09-19 22:42:00,1143409.65697355,-0.0214162177822714,5065574.38392368,8.75086018072378,0.529972640803278,1.93177767871978,0.529972640803278,1.93177767871978,8.75088638693025,1143409.65697355,5065574.38392368,-1,"Post","Carson","2017",10.525,22
"1664","31302.2",3.8616960365149,0.469717480224751,418295.2,"p",2017-09-19 23:12:00,1143409.12727928,-2.7479248710684,5065578.00904536,5.64096549091479,0.226112803706469,2.34171539688323,0.226112803706469,2.34171539688323,6.2746779014327,1143409.12727928,5065578.00904536,-1,"Post","Carson","2017",10.5458333333333,23
"1674","31302.2",6.63981517774509,-0.103285774770492,418295.7,"p",2017-09-19 23:42:00,1143406.89984532,-5.91731426546656,5065581.16360306,8.61653998889707,0.122241564126119,2.494641858063,0.122241564126119,2.494641858063,10.4527206743774,1143406.89984532,5065581.16360306,-1,"Post","Carson","2017",10.5666666666667,23
"1694","31302.2",5.43867379202746,-0.0787739314463649,418296.2,"p",2017-09-20 00:12:00,1143403.64961918,-6.31489081087575,5065586.95352323,12.6817053466465,0.583126058412759,2.02133520228586,0.583126058412759,2.02133520228586,14.1669861456996,1143403.64961918,5065586.95352323,-1,"Post","Carson","2017",10.5875,0
"1717","31302.2",0.697968376297032,-0.749386369058126,418296.7,"p",2017-09-20 00:42:00,1143401.36881527,-2.06686147704374,5065591.89084094,5.32903190310767,0.0167032930884901,0.927703077498399,0.0167032930884901,0.927703077498399,5.71581117512001,1143401.36881527,5065591.89084094,-1,"Post","Carson","2017",10.6083333333333,0
"1734","31302.2",2.75413155714132,-2.09711023493004,418297.2,"p",2017-09-20 01:12:00,1143401.5861439,2.46934601783504,5065592.55411171,-1.99930844608297,0.339929404435686,1.94213876950129,0.339929404435686,1.94213876950129,3.1772478685769,1143401.5861439,5065592.55411171,-1,"Post","Carson","2017",10.6291666666667,1
"1754","31302.2",4.48038961949891,-0.0874658589002409,418297.7,"p",2017-09-20 01:42:00,1143403.41836302,4.63574596789597,5065590.49784963,-5.87394281777046,0.558692222963592,2.07972738598115,0.558692222963592,2.07972738598115,7.48287009811749,1143403.41836302,5065590.49784963,-1,"Post","Carson","2017",10.65,1
"1764","31302.2",5.03932245574637,-0.0477103146914173,418298.2,"p",2017-09-20 02:12:00,1143406.09539256,5.95626899940263,5065586.90516206,-8.28631868916903,0.0709154426059656,2.28396672480139,0.0709154426059656,2.28396672480139,10.204911455359,1143406.09539256,5065586.90516206,-1,"Post","Carson","2017",10.6708333333333,2
"1794","31302.2",1.98277140927939,-0.167815623616997,418298.7,"p",2017-09-20 02:42:00,1143408.91023933,4.35531729103983,5065582.72528067,-7.339977176084,0.161170716943246,1.33223646549702,0.161170716943246,1.33223646549702,8.53487279641968,1143408.91023933,5065582.72528067,-1,"Post","Carson","2017",10.6916666666667,2
"1817","31302.2",1.83529494794931,-2.70040953404864,418299.2,"p",2017-09-20 03:12:00,1143409.72751149,-1.02098529994274,5065580.91877889,0.122904537794017,0.804461931976896,3.31977604666339,0.804461931976896,3.31977604666339,1.02835621654635,1143409.72751149,5065580.91877889,-1.00339285714286,"Post","Carson","2017",10.7125,3
"1824","31302.2",2.90234818402343,0.0151595015363979,418299.7,"p",2017-09-20 03:42:00,1143408.3294446,-4.1027572913226,5065582.10777701,3.83280348538606,1.62411637514065,2.88378865383717,1.62411637514065,2.88378865383717,5.61453470459381,1143408.3294446,5065582.10777701,-1.00875,"Post","Carson","2017",10.7333333333333,3
"1834","31302.2",1.68952488319547,0.624460782652201,418300.2,"p",2017-09-20 04:12:00,1143406.0902828,-4.38986345502578,5065583.9543358,2.75666407096004,1.29550067541472,3.16993233366266,1.29550067541472,3.16993233366266,5.18363752146047,1143406.0902828,5065583.9543358,-1.01410714285714,"Post","Carson","2017",10.7541666666667,4
"1844","31302.2",6.21442411391061,1.74228633271172,418300.7,"p",2017-09-20 04:42:00,1143404.40434116,-1.88691780340049,5065584.06431366,-3.12280807660626,0.111924081412357,2.55374450562307,0.111924081412357,2.55374450562307,3.64861467958827,1143404.40434116,5065584.06431366,-1.01946428571429,"Post","Carson","2017",10.775,4
"1884","31302.2",19.5923144434615,0.121274646176406,418301.2,"p",2017-09-20 05:12:00,1143405.064,7.26085296297388,5065577.885,-31.8324213728991,0,1.05968391513696,0,1.05968391513696,32.6500082115109,1143405.064,5065577.885,-1.02,"Post","Carson","2017",10.7958333333333,5
"1904","31302.2",13.1358349676979,-0.26720407958469,418301.7,"p",2017-09-20 05:42:00,1143409.48528153,6.62036445845007,5065558.79806586,-36.0549417724014,0.0492442890089805,1.70014293516751,0.0492442890089805,1.70014293516751,36.6577147647526,1143409.48528153,5065558.79806586,-1.02,"Post","Carson","2017",10.8166666666667,5
"1944","31302.2",4.18394576459784,-0.993995269235888,418302.2,"p",2017-09-20 06:12:00,1143408.9655083,-5.44246716593669,5065545.6725184,-12.9710250231126,0.0181934053986603,0.594127090781089,0.0181934053986603,0.594127090781089,14.0665539135394,1143408.9655083,5065545.6725184,-1.02,"Post","Carson","2017",10.8375,6
"1964","31302.2",4.44846196939567,-0.761428326414618,418302.7,"p",2017-09-20 06:42:00,1143405.37093893,-8.39257887968718,5065543.5313801,0.927161154933719,0.198328011133072,1.87517705830676,0.198328011133072,1.87517705830676,8.44363713449301,1143405.37093893,5065543.5313801,-1.02,"Post","Carson","2017",10.8583333333333,6
