"","ID","step","angle","TimeNum","locType","time","S","Phi","Theta","V.m.hr","location","exposure","year","release.time","time.since.release.h","exp.alt","HoD","bottom.temp","bottom.vel","bottom.bearing","time.since.release.h.trunc","an.rec.num","mu.x","nu.x","mu.y","nu.y","se.mu.x","se.nu.x","se.mu.y","se.nu.y","speed","x","y"
"1","31395",21.8580932357086,NA,419002.65,"p",2017-10-19 10:39:00,22.85278781,0.552712174,-0.074967657,80.65689817,"Carson","adjustment",2017,2017-10-19 09:30:00,1.15,"Pre",10,-0.76,8.51,86.14,1.15,1,1143976.656,58.1665890473075,5065212.575,31.6225334121102,0,3.55713648880669,0,3.55713648880669,66.2067723182333,1143976.656,5065212.575
"2","31395",22.3022427911819,-2.98031182405366,419003.65,"p",2017-10-19 11:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143995.57746059,-34.9168531959599,5065223.51824308,-11.5749818690668,0.582897932746377,4.67981303045325,0.582897932746377,4.67981303045325,36.7854161642551,1143995.57746059,5065223.51824308
"3","31395",37.320373689707,2.33128055722448,419004.65,"p",2017-10-19 12:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143978.31506786,36.0016749661101,5065209.39734259,-20.9767180355139,0.0533853912601566,3.59492419947904,0.0533853912601566,3.59492419947904,41.6670529304257,1143978.31506786,5065209.39734259
"4","31395",16.5076399215613,-1.52274327765484,419005.65,"p",2017-10-19 13:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144015.34573161,15.1072957837935,5065204.75619677,-7.63571135418881,0.0835463942968217,2.45974592183827,0.0835463942968217,2.45974592183827,16.9273291981787,1144015.34573161,5065204.75619677
"5","31395",41.8384366957485,1.08360371448666,419006.65,"p",2017-10-19 14:39:00,16.16867084,-1.691266429,-1.192933467,17.01965352,"Carson","adjustment",2017,2017-10-19 09:30:00,5.15,"Pre",14,-0.86,8.51,86.14,5.15,1,1144014.082,23.048340623083,5065188.297,-25.3981613196153,0,7.40615082212076,0,7.40615082212076,34.2971223850465,1144014.082,5065188.297
"6","31395",9.19218189047259,2.56112437053266,419007.65,"p",2017-10-19 15:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144049.44463199,31.4312161323365,5065165.93768329,-14.2512456141775,0.34416565778706,6.82452928779707,0.34416565778706,6.82452928779707,34.5111481859596,1144049.44463199,5065165.93768329
"7","31395",13.96467735343,2.44352069851886,419008.65,"p",2017-10-19 16:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144045.64189585,-11.5468132108688,5065174.30639919,5.76863433965977,0.0442718872423573,2.85585363770625,0.0442718872423573,2.85585363770625,12.907596115133,1144045.64189585,5065174.30639919
"8","31395",47.7716203820521,1.21644775224166,419009.65,"p",2017-10-19 17:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144041.89600766,33.6506529853034,5065160.85349856,-25.3116655906961,0.0424264068711929,2.75347961677584,0.0424264068711929,2.75347961677584,42.1075629942239,1144041.89600766,5065160.85349856
"9","31395",79.7119059859399,0.528548168538801,419010.65,"p",2017-10-19 18:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144080.61145479,80.4770321477199,5065132.86703992,-6.01483839325442,2.41036096881774,8.08188468118668,2.41036096881774,8.08188468118668,80.701493072942,1144080.61145479,5065132.86703992
"10","31395",52.4535019078208,0.650155842732321,419011.65,"p",2017-10-19 19:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144159.94581731,70.4604393273502,5065125.11804771,-17.769115269407,0.119707978013163,4.60220056060142,0.119707978013163,4.60220056060142,72.6664638444769,1144159.94581731,5065125.11804771
"11","31395",63.5159804947608,0.0904898990492624,419012.65,"p",2017-10-19 20:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144204.58705843,40.2079565555917,5065152.65946113,67.1215248822638,0.868786510024183,6.80163289218111,0.868786510024183,6.80163289218111,78.2430755587784,1144204.58705843,5065152.65946113
"12","31395",66.2212776030648,0.285144910331926,419013.65,"p",2017-10-19 21:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144255.40828733,83.0078143024514,5065190.75778749,58.9304971915792,0.571331777516357,4.5640048203305,0.571331777516357,4.5640048203305,101.799315982559,1144255.40828733,5065190.75778749
"13","31395",50.1633623566108,-0.0930550468072102,419014.65,"p",2017-10-19 22:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144295.08120779,11.7117174069162,5065243.77964137,33.5132316703969,0.053103672189407,3.00918759800714,0.053103672189407,3.00918759800714,35.5007186069967,1144295.08120779,5065243.77964137
"14","31395",22.6832461448992,-0.540082505409427,419015.65,"p",2017-10-19 23:39:00,1.958974017,0.638597264,-0.219825371,39.17948034,"Carson","adjustment",2017,2017-10-19 09:30:00,14.15,"Pre",23,-0.82,8.51,86.14,14.15,1,1144328.736,32.0135683932832,5065280.978,18.1347758469336,0,2.67942717758852,0,2.67942717758852,36.7931876342611,1144328.736,5065280.978
